exchange,exchange_token,trading_symbol,groww_symbol,name,instrument_type,segment,series,isin,underlying_symbol,underlying_exchange_token,expiry_date,strike_price,lot_size,tick_size,freeze_quantity,is_reserved,buy_allowed,sell_allowed,internal_trading_symbol,is_intraday
NSE,54526,BANKNIFTY25SEP48900PE,NSE-BANKNIFTY-30Sep25-48900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,48900,35,0.05,901,0,1,1,BANKNIFTY25SEP48900PE,0
NSE,54546,BANKNIFTY25SEP50000PE,NSE-BANKNIFTY-30Sep25-50000-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,50000,35,0.05,901,0,1,1,BANKNIFTY25SEP50000PE,0
NSE,54547,BANKNIFTY25SEP50100CE,NSE-BANKNIFTY-30Sep25-50100-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,50100,35,0.05,901,0,1,1,BANKNIFTY25SEP50100CE,0
NSE,54636,BANKNIFTY25SEP54300PE,NSE-BANKNIFTY-30Sep25-54300-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,54300,35,0.05,901,0,1,1,BANKNIFTY25SEP54300PE,0
NSE,54512,BANKNIFTY25SEP48200PE,NSE-BANKNIFTY-30Sep25-48200-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,48200,35,0.05,901,1,1,1,BANKNIFTY25SEP48200PE,0
NSE,54162,BANKNIFTY25OCT62000CE,NSE-BANKNIFTY-28Oct25-62000-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,62000,35,0.05,901,0,1,1,BANKNIFTY25OCT62000CE,0
NSE,54513,BANKNIFTY25SEP48300CE,NSE-BANKNIFTY-30Sep25-48300-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,48300,35,0.05,901,1,1,1,BANKNIFTY25SEP48300CE,0
NSE,54596,BANKNIFTY25SEP52700PE,NSE-BANKNIFTY-30Sep25-52700-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,52700,35,0.05,901,0,1,1,BANKNIFTY25SEP52700PE,0
NSE,54630,BANKNIFTY25SEP53900PE,NSE-BANKNIFTY-30Sep25-53900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,53900,35,0.05,901,0,1,1,BANKNIFTY25SEP53900PE,0
NSE,54452,BANKNIFTY25OCT63100PE,NSE-BANKNIFTY-28Oct25-63100-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,63100,35,0.05,901,1,1,1,BANKNIFTY25OCT63100PE,0
NSE,54597,BANKNIFTY25SEP52800CE,NSE-BANKNIFTY-30Sep25-52800-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,52800,35,0.05,901,0,1,1,BANKNIFTY25SEP52800CE,0
NSE,54505,BANKNIFTY25SEP47800CE,NSE-BANKNIFTY-30Sep25-47800-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,47800,35,0.05,901,1,1,1,BANKNIFTY25SEP47800CE,0
NSE,54467,BANKNIFTY25SEP45900CE,NSE-BANKNIFTY-30Sep25-45900-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,45900,35,0.05,901,1,1,1,BANKNIFTY25SEP45900CE,0
NSE,54585,BANKNIFTY25SEP52100CE,NSE-BANKNIFTY-30Sep25-52100-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,52100,35,0.05,901,0,1,1,BANKNIFTY25SEP52100CE,0
NSE,54520,BANKNIFTY25SEP48600PE,NSE-BANKNIFTY-30Sep25-48600-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,48600,35,0.05,901,1,1,1,BANKNIFTY25SEP48600PE,0
NSE,54163,BANKNIFTY25SEP44000CE,NSE-BANKNIFTY-30Sep25-44000-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,44000,35,0.05,901,1,1,1,BANKNIFTY25SEP44000CE,0
NSE,54189,BANKNIFTY25SEP44300PE,NSE-BANKNIFTY-30Sep25-44300-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,44300,35,0.05,901,1,1,1,BANKNIFTY25SEP44300PE,0
NSE,54506,BANKNIFTY25SEP47800PE,NSE-BANKNIFTY-30Sep25-47800-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,47800,35,0.05,901,1,1,1,BANKNIFTY25SEP47800PE,0
NSE,54486,BANKNIFTY25SEP46900PE,NSE-BANKNIFTY-30Sep25-46900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,46900,35,0.05,901,1,1,1,BANKNIFTY25SEP46900PE,0
NSE,54592,BANKNIFTY25SEP52400PE,NSE-BANKNIFTY-30Sep25-52400-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,52400,35,0.05,901,0,1,1,BANKNIFTY25SEP52400PE,0
NSE,54446,BANKNIFTY25OCT63000PE,NSE-BANKNIFTY-28Oct25-63000-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,63000,35,0.05,901,0,1,1,BANKNIFTY25OCT63000PE,0
NSE,54567,BANKNIFTY25SEP51200CE,NSE-BANKNIFTY-30Sep25-51200-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,51200,35,0.05,901,0,1,1,BANKNIFTY25SEP51200CE,0
NSE,54576,BANKNIFTY25SEP51600PE,NSE-BANKNIFTY-30Sep25-51600-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,51600,35,0.05,901,0,1,1,BANKNIFTY25SEP51600PE,0
NSE,54449,BANKNIFTY25OCT63100CE,NSE-BANKNIFTY-28Oct25-63100-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,63100,35,0.05,901,1,1,1,BANKNIFTY25OCT63100CE,0
NSE,54651,BANKNIFTY25SEP54700CE,NSE-BANKNIFTY-30Sep25-54700-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,54700,35,0.05,901,0,1,1,BANKNIFTY25SEP54700CE,0
NSE,54553,BANKNIFTY25SEP50400CE,NSE-BANKNIFTY-30Sep25-50400-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,50400,35,0.05,901,0,1,1,BANKNIFTY25SEP50400CE,0
NSE,54560,BANKNIFTY25SEP50700PE,NSE-BANKNIFTY-30Sep25-50700-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,50700,35,0.05,901,0,1,1,BANKNIFTY25SEP50700PE,0
NSE,54609,BANKNIFTY25OCT64000CE,NSE-BANKNIFTY-28Oct25-64000-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,64000,35,0.05,901,1,1,1,BANKNIFTY25OCT64000CE,0
NSE,54540,BANKNIFTY25SEP49700PE,NSE-BANKNIFTY-30Sep25-49700-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,49700,35,0.05,901,0,1,1,BANKNIFTY25SEP49700PE,0
NSE,54605,BANKNIFTY25OCT63800CE,NSE-BANKNIFTY-28Oct25-63800-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,63800,35,0.05,901,1,1,1,BANKNIFTY25OCT63800CE,0
NSE,54451,BANKNIFTY25SEP45400PE,NSE-BANKNIFTY-30Sep25-45400-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,45400,35,0.05,901,1,1,1,BANKNIFTY25SEP45400PE,0
NSE,54504,BANKNIFTY25OCT63500PE,NSE-BANKNIFTY-28Oct25-63500-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,63500,35,0.05,901,0,1,1,BANKNIFTY25OCT63500PE,0
NSE,54528,BANKNIFTY25SEP49000PE,NSE-BANKNIFTY-30Sep25-49000-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,49000,35,0.05,901,0,1,1,BANKNIFTY25SEP49000PE,0
NSE,54529,BANKNIFTY25SEP49100CE,NSE-BANKNIFTY-30Sep25-49100-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,49100,35,0.05,901,0,1,1,BANKNIFTY25SEP49100CE,0
NSE,54622,BANKNIFTY25SEP53500PE,NSE-BANKNIFTY-30Sep25-53500-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,53500,35,0.05,901,0,1,1,BANKNIFTY25SEP53500PE,0
NSE,54232,BANKNIFTY25OCT62300CE,NSE-BANKNIFTY-28Oct25-62300-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,62300,35,0.05,901,1,1,1,BANKNIFTY25OCT62300CE,0
NSE,54159,BANKNIFTY25OCT61900CE,NSE-BANKNIFTY-28Oct25-61900-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,61900,35,0.05,901,1,1,1,BANKNIFTY25OCT61900CE,0
NSE,54494,BANKNIFTY25SEP47300PE,NSE-BANKNIFTY-30Sep25-47300-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,47300,35,0.05,901,1,1,1,BANKNIFTY25SEP47300PE,0
NSE,54623,BANKNIFTY25SEP53600CE,NSE-BANKNIFTY-30Sep25-53600-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,53600,35,0.05,901,0,1,1,BANKNIFTY25SEP53600CE,0
NSE,54195,BANKNIFTY25SEP44400CE,NSE-BANKNIFTY-30Sep25-44400-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,44400,35,0.05,901,1,1,1,BANKNIFTY25SEP44400CE,0
NSE,54205,BANKNIFTY25OCT62200PE,NSE-BANKNIFTY-28Oct25-62200-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,62200,35,0.05,901,1,1,1,BANKNIFTY25OCT62200PE,0
NSE,54521,BANKNIFTY25SEP48700CE,NSE-BANKNIFTY-30Sep25-48700-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,48700,35,0.05,901,0,1,1,BANKNIFTY25SEP48700CE,0
NSE,54495,BANKNIFTY25SEP47400CE,NSE-BANKNIFTY-30Sep25-47400-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,47400,35,0.05,901,1,1,1,BANKNIFTY25SEP47400CE,0
NSE,54155,BANKNIFTY25OCT61800PE,NSE-BANKNIFTY-28Oct25-61800-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,61800,35,0.05,901,1,1,1,BANKNIFTY25OCT61800PE,0
NSE,54581,BANKNIFTY25SEP51900CE,NSE-BANKNIFTY-30Sep25-51900-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,51900,35,0.05,901,0,1,1,BANKNIFTY25SEP51900CE,0
NSE,54154,BANKNIFTY25SEP43900PE,NSE-BANKNIFTY-30Sep25-43900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,43900,35,0.05,901,1,1,1,BANKNIFTY25SEP43900PE,0
NSE,54525,BANKNIFTY25SEP48900CE,NSE-BANKNIFTY-30Sep25-48900-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,48900,35,0.05,901,0,1,1,BANKNIFTY25SEP48900CE,0
NSE,54598,BANKNIFTY25SEP52800PE,NSE-BANKNIFTY-30Sep25-52800-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,52800,35,0.05,901,0,1,1,BANKNIFTY25SEP52800PE,0
NSE,54206,BANKNIFTY25SEP44600CE,NSE-BANKNIFTY-30Sep25-44600-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,44600,35,0.05,901,1,1,1,BANKNIFTY25SEP44600CE,0
NSE,54548,BANKNIFTY25SEP50100PE,NSE-BANKNIFTY-30Sep25-50100-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,50100,35,0.05,901,0,1,1,BANKNIFTY25SEP50100PE,0
NSE,54621,BANKNIFTY25SEP53500CE,NSE-BANKNIFTY-30Sep25-53500-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,53500,35,0.05,901,0,1,1,BANKNIFTY25SEP53500CE,0
NSE,54160,BANKNIFTY25OCT61900PE,NSE-BANKNIFTY-28Oct25-61900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,61900,35,0.05,901,1,1,1,BANKNIFTY25OCT61900PE,0
NSE,54473,BANKNIFTY25SEP46200CE,NSE-BANKNIFTY-30Sep25-46200-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,46200,35,0.05,901,1,1,1,BANKNIFTY25SEP46200CE,0
NSE,54490,BANKNIFTY25SEP47100PE,NSE-BANKNIFTY-30Sep25-47100-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,47100,35,0.05,901,1,1,1,BANKNIFTY25SEP47100PE,0
NSE,54491,BANKNIFTY25SEP47200CE,NSE-BANKNIFTY-30Sep25-47200-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,47200,35,0.05,901,1,1,1,BANKNIFTY25SEP47200CE,0
NSE,54604,BANKNIFTY25OCT63700PE,NSE-BANKNIFTY-28Oct25-63700-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,63700,35,0.05,901,1,1,1,BANKNIFTY25OCT63700PE,0
NSE,54190,BANKNIFTY25OCT62000PE,NSE-BANKNIFTY-28Oct25-62000-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,62000,35,0.05,901,0,1,1,BANKNIFTY25OCT62000PE,0
NSE,54440,BANKNIFTY25SEP44900PE,NSE-BANKNIFTY-30Sep25-44900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,44900,35,0.05,901,1,1,1,BANKNIFTY25SEP44900PE,0
NSE,54577,BANKNIFTY25SEP51700CE,NSE-BANKNIFTY-30Sep25-51700-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,51700,35,0.05,901,0,1,1,BANKNIFTY25SEP51700CE,0
NSE,54324,BANKNIFTY25OCT62600CE,NSE-BANKNIFTY-28Oct25-62600-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,62600,35,0.05,901,1,1,1,BANKNIFTY25OCT62600CE,0
NSE,54351,BANKNIFTY25OCT62900PE,NSE-BANKNIFTY-28Oct25-62900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,62900,35,0.05,901,1,1,1,BANKNIFTY25OCT62900PE,0
NSE,54514,BANKNIFTY25SEP48300PE,NSE-BANKNIFTY-30Sep25-48300-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,48300,35,0.05,901,1,1,1,BANKNIFTY25SEP48300PE,0
NSE,54202,BANKNIFTY25SEP44500PE,NSE-BANKNIFTY-30Sep25-44500-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,44500,35,0.05,901,1,1,1,BANKNIFTY25SEP44500PE,0
NSE,54524,BANKNIFTY25SEP48800PE,NSE-BANKNIFTY-30Sep25-48800-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,48800,35,0.05,901,0,1,1,BANKNIFTY25SEP48800PE,0
NSE,54453,BANKNIFTY25OCT63200CE,NSE-BANKNIFTY-28Oct25-63200-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,63200,35,0.05,901,1,1,1,BANKNIFTY25OCT63200CE,0
NSE,54628,BANKNIFTY25SEP53800PE,NSE-BANKNIFTY-30Sep25-53800-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,53800,35,0.05,901,0,1,1,BANKNIFTY25SEP53800PE,0
NSE,54599,BANKNIFTY25SEP52900CE,NSE-BANKNIFTY-30Sep25-52900-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,52900,35,0.05,901,0,1,1,BANKNIFTY25SEP52900CE,0
NSE,54501,BANKNIFTY25SEP47700CE,NSE-BANKNIFTY-30Sep25-47700-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,47700,35,0.05,901,1,1,1,BANKNIFTY25SEP47700CE,0
NSE,54479,BANKNIFTY25SEP46600CE,NSE-BANKNIFTY-30Sep25-46600-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,46600,35,0.05,901,1,1,1,BANKNIFTY25SEP46600CE,0
NSE,54583,BANKNIFTY25SEP52000CE,NSE-BANKNIFTY-30Sep25-52000-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,52000,35,0.05,901,0,1,1,BANKNIFTY25SEP52000CE,0
NSE,54468,BANKNIFTY25SEP45900PE,NSE-BANKNIFTY-30Sep25-45900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,45900,35,0.05,901,1,1,1,BANKNIFTY25SEP45900PE,0
NSE,54570,BANKNIFTY25SEP51300PE,NSE-BANKNIFTY-30Sep25-51300-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,51300,35,0.05,901,0,1,1,BANKNIFTY25SEP51300PE,0
NSE,54442,BANKNIFTY25SEP45100PE,NSE-BANKNIFTY-30Sep25-45100-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,45100,35,0.05,901,1,1,1,BANKNIFTY25SEP45100PE,0
NSE,54443,BANKNIFTY25SEP45200CE,NSE-BANKNIFTY-30Sep25-45200-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,45200,35,0.05,901,1,1,1,BANKNIFTY25SEP45200CE,0
NSE,54536,BANKNIFTY25SEP49400PE,NSE-BANKNIFTY-30Sep25-49400-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,49400,35,0.05,901,0,1,1,BANKNIFTY25SEP49400PE,0
NSE,54549,BANKNIFTY25SEP50200CE,NSE-BANKNIFTY-30Sep25-50200-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,50200,35,0.05,901,0,1,1,BANKNIFTY25SEP50200CE,0
NSE,54638,BANKNIFTY25SEP54400PE,NSE-BANKNIFTY-30Sep25-54400-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,54400,35,0.05,901,0,1,1,BANKNIFTY25SEP54400PE,0
NSE,54647,BANKNIFTY25SEP54500CE,NSE-BANKNIFTY-30Sep25-54500-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,54500,35,0.05,901,0,1,1,BANKNIFTY25SEP54500CE,0
NSE,54515,BANKNIFTY25SEP48400CE,NSE-BANKNIFTY-30Sep25-48400-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,48400,35,0.05,901,1,1,1,BANKNIFTY25SEP48400CE,0
NSE,54569,BANKNIFTY25SEP51300CE,NSE-BANKNIFTY-30Sep25-51300-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,51300,35,0.05,901,0,1,1,BANKNIFTY25SEP51300CE,0
NSE,54165,BANKNIFTY25SEP44100CE,NSE-BANKNIFTY-30Sep25-44100-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,44100,35,0.05,901,1,1,1,BANKNIFTY25SEP44100CE,0
NSE,54590,BANKNIFTY25SEP52300PE,NSE-BANKNIFTY-30Sep25-52300-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,52300,35,0.05,901,0,1,1,BANKNIFTY25SEP52300PE,0
NSE,54502,BANKNIFTY25SEP47700PE,NSE-BANKNIFTY-30Sep25-47700-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,47700,35,0.05,901,1,1,1,BANKNIFTY25SEP47700PE,0
NSE,54629,BANKNIFTY25SEP53900CE,NSE-BANKNIFTY-30Sep25-53900-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,53900,35,0.05,901,0,1,1,BANKNIFTY25SEP53900CE,0
NSE,54454,BANKNIFTY25OCT63200PE,NSE-BANKNIFTY-28Oct25-63200-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,63200,35,0.05,901,1,1,1,BANKNIFTY25OCT63200PE,0
NSE,54534,BANKNIFTY25SEP49300PE,NSE-BANKNIFTY-30Sep25-49300-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,49300,35,0.05,901,0,1,1,BANKNIFTY25SEP49300PE,0
NSE,54558,BANKNIFTY25SEP50600PE,NSE-BANKNIFTY-30Sep25-50600-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,50600,35,0.05,901,0,1,1,BANKNIFTY25SEP50600PE,0
NSE,54522,BANKNIFTY25SEP48700PE,NSE-BANKNIFTY-30Sep25-48700-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,48700,35,0.05,901,0,1,1,BANKNIFTY25SEP48700PE,0
NSE,54196,BANKNIFTY25SEP44400PE,NSE-BANKNIFTY-30Sep25-44400-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,44400,35,0.05,901,1,1,1,BANKNIFTY25SEP44400PE,0
NSE,54204,BANKNIFTY25OCT62200CE,NSE-BANKNIFTY-28Oct25-62200-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,62200,35,0.05,901,1,1,1,BANKNIFTY25OCT62200CE,0
NSE,54239,BANKNIFTY25OCT62500PE,NSE-BANKNIFTY-28Oct25-62500-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,62500,35,0.05,901,0,1,1,BANKNIFTY25OCT62500PE,0
NSE,54481,BANKNIFTY25SEP46700CE,NSE-BANKNIFTY-30Sep25-46700-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,46700,35,0.05,901,1,1,1,BANKNIFTY25SEP46700CE,0
NSE,54611,BANKNIFTY25SEP53000CE,NSE-BANKNIFTY-30Sep25-53000-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,53000,35,0.05,901,0,1,1,BANKNIFTY25SEP53000CE,0
NSE,54164,BANKNIFTY25SEP44000PE,NSE-BANKNIFTY-30Sep25-44000-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,44000,35,0.05,901,1,1,1,BANKNIFTY25SEP44000PE,0
NSE,54559,BANKNIFTY25SEP50700CE,NSE-BANKNIFTY-30Sep25-50700-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,50700,35,0.05,901,0,1,1,BANKNIFTY25SEP50700CE,0
NSE,54493,BANKNIFTY25SEP47300CE,NSE-BANKNIFTY-30Sep25-47300-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,47300,35,0.05,901,1,1,1,BANKNIFTY25SEP47300CE,0
NSE,54578,BANKNIFTY25SEP51700PE,NSE-BANKNIFTY-30Sep25-51700-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,51700,35,0.05,901,0,1,1,BANKNIFTY25SEP51700PE,0
NSE,54603,BANKNIFTY25OCT63700CE,NSE-BANKNIFTY-28Oct25-63700-CE,,CE,FNO,,,BANKNIFTY,26009,2025-10-28,63700,35,0.05,901,1,1,1,BANKNIFTY25OCT63700CE,0
NSE,54591,BANKNIFTY25SEP52400CE,NSE-BANKNIFTY-30Sep25-52400-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,52400,35,0.05,901,0,1,1,BANKNIFTY25SEP52400CE,0
NSE,54203,BANKNIFTY25OCT62100PE,NSE-BANKNIFTY-28Oct25-62100-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,62100,35,0.05,901,1,1,1,BANKNIFTY25OCT62100PE,0
NSE,54543,BANKNIFTY25SEP49900CE,NSE-BANKNIFTY-30Sep25-49900-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,49900,35,0.05,901,0,1,1,BANKNIFTY25SEP49900CE,0
NSE,54472,BANKNIFTY25SEP46100PE,NSE-BANKNIFTY-30Sep25-46100-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,46100,35,0.05,901,1,1,1,BANKNIFTY25SEP46100PE,0
NSE,54620,BANKNIFTY25SEP53400PE,NSE-BANKNIFTY-30Sep25-53400-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,53400,35,0.05,901,0,1,1,BANKNIFTY25SEP53400PE,0
NSE,54527,BANKNIFTY25SEP49000CE,NSE-BANKNIFTY-30Sep25-49000-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,49000,35,0.05,901,0,1,1,BANKNIFTY25SEP49000CE,0
NSE,54542,BANKNIFTY25SEP49800PE,NSE-BANKNIFTY-30Sep25-49800-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,49800,35,0.05,901,0,1,1,BANKNIFTY25SEP49800PE,0
NSE,54460,BANKNIFTY25SEP45500PE,NSE-BANKNIFTY-30Sep25-45500-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,45500,35,0.05,901,1,1,1,BANKNIFTY25SEP45500PE,0
NSE,54461,BANKNIFTY25SEP45600CE,NSE-BANKNIFTY-30Sep25-45600-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,45600,35,0.05,901,1,1,1,BANKNIFTY25SEP45600CE,0
NSE,54631,BANKNIFTY25SEP54100CE,NSE-BANKNIFTY-30Sep25-54100-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,54100,35,0.05,901,0,1,1,BANKNIFTY25SEP54100CE,0
NSE,54340,BANKNIFTY25OCT62800PE,NSE-BANKNIFTY-28Oct25-62800-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,62800,35,0.05,901,1,1,1,BANKNIFTY25OCT62800PE,0
NSE,54478,BANKNIFTY25SEP46400PE,NSE-BANKNIFTY-30Sep25-46400-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,46400,35,0.05,901,1,1,1,BANKNIFTY25SEP46400PE,0
NSE,54544,BANKNIFTY25SEP49900PE,NSE-BANKNIFTY-30Sep25-49900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,49900,35,0.05,901,0,1,1,BANKNIFTY25SEP49900PE,0
NSE,54593,BANKNIFTY25SEP52600CE,NSE-BANKNIFTY-30Sep25-52600-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,52600,35,0.05,901,0,1,1,BANKNIFTY25SEP52600CE,0
NSE,54492,BANKNIFTY25SEP47200PE,NSE-BANKNIFTY-30Sep25-47200-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,47200,35,0.05,901,1,1,1,BANKNIFTY25SEP47200PE,0
NSE,54602,BANKNIFTY25OCT63600PE,NSE-BANKNIFTY-28Oct25-63600-PE,,PE,FNO,,,BANKNIFTY,26009,2025-10-28,63600,35,0.05,901,1,1,1,BANKNIFTY25OCT63600PE,0
NSE,54648,BANKNIFTY25SEP54500PE,NSE-BANKNIFTY-30Sep25-54500-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,54500,35,0.05,901,0,1,1,BANKNIFTY25SEP54500PE,0
NSE,54462,BANKNIFTY25SEP45600PE,NSE-BANKNIFTY-30Sep25-45600-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,45600,35,0.05,901,1,1,1,BANKNIFTY25SEP45600PE,0
NSE,54550,BANKNIFTY25SEP50200PE,NSE-BANKNIFTY-30Sep25-50200-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,50200,35,0.05,901,0,1,1,BANKNIFTY25SEP50200PE,0
NSE,54523,BANKNIFTY25SEP48800CE,NSE-BANKNIFTY-30Sep25-48800-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,48800,35,0.05,901,0,1,1,BANKNIFTY25SEP48800CE,0
NSE,54633,BANKNIFTY25SEP54200CE,NSE-BANKNIFTY-30Sep25-54200-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,54200,35,0.05,901,0,1,1,BANKNIFTY25SEP54200CE,0
NSE,54579,BANKNIFTY25SEP51800CE,NSE-BANKNIFTY-30Sep25-51800-CE,,CE,FNO,,,BANKNIFTY,26009,2025-09-30,51800,35,0.05,901,0,1,1,BANKNIFTY25SEP51800CE,0
NSE,54600,BANKNIFTY25SEP52900PE,NSE-BANKNIFTY-30Sep25-52900-PE,,PE,FNO,,,BANKNIFTY,26009,2025-09-30,52900,35,0.05,901,0,1,1,BANKNIFTY25SEP52900PE,0
