exchange,exchange_token,trading_symbol,groww_symbol,name,instrument_type,segment,series,isin,underlying_symbol,underlying_exchange_token,expiry_date,strike_price,lot_size,tick_size,freeze_quantity,is_reserved,buy_allowed,sell_allowed,internal_trading_symbol,is_intraday
NSE,35102,360ONE25OCT660CE,NSE-360ONE-28Oct25-660-CE,,CE,FNO,,,360ONE,13061,2025-10-28,660,500,0.05,20001,1,1,1,360ONE25OCT660CE,0
NSE,54320,360ONE25NOV920CE,NSE-360ONE-25Nov25-920-CE,,CE,FNO,,,360ONE,13061,2025-11-25,920,500,0.05,20001,0,1,1,360ONE25NOV920CE,0
NSE,60721,360ONE25SEP820PE,NSE-360ONE-30Sep25-820-PE,,PE,FNO,,,360ONE,13061,2025-09-30,820,500,0.05,20001,1,1,1,360ONE25SEP820PE,0
NSE,60771,360ONE25SEP1020CE,NSE-360ONE-30Sep25-1020-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1020,500,0.05,20001,0,1,1,360ONE25SEP1020CE,0
NSE,61014,360ONE25OCT720CE,NSE-360ONE-28Oct25-720-CE,,CE,FNO,,,360ONE,13061,2025-10-28,720,500,0.05,20001,1,1,1,360ONE25OCT720CE,0
NSE,36691,031NSETEST36DECFUT,NSE-031NSETEST-27Nov36-FUT,,FUT,FNO,,,031NSETEST,14753,2036-11-27,0,50,0.05,100001,0,1,1,031NSETEST36DECFUT,0
NSE,54341,360ONE25NOV1200PE,NSE-360ONE-25Nov25-1200-PE,,PE,FNO,,,360ONE,13061,2025-11-25,1200,500,0.05,20001,0,1,1,360ONE25NOV1200PE,0
NSE,36700,061NSETEST36DECFUT,NSE-061NSETEST-27Nov36-FUT,,FUT,FNO,,,061NSETEST,14762,2036-11-27,0,50,0.05,100001,0,1,1,061NSETEST36DECFUT,0
NSE,36713,091NSETEST36DECFUT,NSE-091NSETEST-27Nov36-FUT,,FUT,FNO,,,091NSETEST,14769,2036-11-27,0,50,0.05,100001,0,1,1,091NSETEST36DECFUT,0
NSE,54307,360ONE25NOV640PE,NSE-360ONE-25Nov25-640-PE,,PE,FNO,,,360ONE,13061,2025-11-25,640,500,0.05,20001,1,1,1,360ONE25NOV640PE,0
NSE,61035,360ONE25OCT960PE,NSE-360ONE-28Oct25-960-PE,,PE,FNO,,,360ONE,13061,2025-10-28,960,500,0.05,20001,0,1,1,360ONE25OCT960PE,0
NSE,62741,360ONE25SEP1440PE,NSE-360ONE-30Sep25-1440-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1440,500,0.05,20001,1,1,1,360ONE25SEP1440PE,0
NSE,54285,360ONE25OCT1020PE,NSE-360ONE-28Oct25-1020-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1020,500,0.05,20001,0,1,1,360ONE25OCT1020PE,0
NSE,61046,360ONE25OCT1120CE,NSE-360ONE-28Oct25-1120-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1120,500,0.05,20001,0,1,1,360ONE25OCT1120CE,0
NSE,46527,360ONE25OCT1480PE,NSE-360ONE-28Oct25-1480-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1480,500,0.05,20001,1,1,1,360ONE25OCT1480PE,0
NSE,54292,360ONE25OCT1180CE,NSE-360ONE-28Oct25-1180-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1180,500,0.05,20001,1,1,1,360ONE25OCT1180CE,0
NSE,62735,360ONE25SEP1320PE,NSE-360ONE-30Sep25-1320-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1320,500,0.05,20001,1,1,1,360ONE25SEP1320PE,0
NSE,54348,360ONE25NOV1360CE,NSE-360ONE-25Nov25-1360-CE,,CE,FNO,,,360ONE,13061,2025-11-25,1360,500,0.05,20001,1,1,1,360ONE25NOV1360CE,0
NSE,62706,360ONE25SEP920CE,NSE-360ONE-30Sep25-920-CE,,CE,FNO,,,360ONE,13061,2025-09-30,920,500,0.05,20001,0,1,1,360ONE25SEP920CE,0
NSE,61070,360ONE25OCT1360PE,NSE-360ONE-28Oct25-1360-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1360,500,0.05,20001,1,1,1,360ONE25OCT1360PE,0
NSE,48446,360ONE25SEP760PE,NSE-360ONE-30Sep25-760-PE,,PE,FNO,,,360ONE,13061,2025-09-30,760,500,0.05,20001,1,1,1,360ONE25SEP760PE,0
NSE,62719,360ONE25SEP1080CE,NSE-360ONE-30Sep25-1080-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1080,500,0.05,20001,0,1,1,360ONE25SEP1080CE,0
NSE,60722,360ONE25SEP860CE,NSE-360ONE-30Sep25-860-CE,,CE,FNO,,,360ONE,13061,2025-09-30,860,500,0.05,20001,1,1,1,360ONE25SEP860CE,0
NSE,62736,360ONE25SEP1360CE,NSE-360ONE-30Sep25-1360-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1360,500,0.05,20001,1,1,1,360ONE25SEP1360CE,0
NSE,54314,360ONE25NOV800CE,NSE-360ONE-25Nov25-800-CE,,CE,FNO,,,360ONE,13061,2025-11-25,800,500,0.05,20001,1,1,1,360ONE25NOV800CE,0
NSE,60799,360ONE25SEP1260PE,NSE-360ONE-30Sep25-1260-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1260,500,0.05,20001,1,1,1,360ONE25SEP1260PE,0
NSE,36724,151NSETEST36DECFUT,NSE-151NSETEST-27Nov36-FUT,,FUT,FNO,,,151NSETEST,14782,2036-11-27,0,50,0.05,100001,0,1,1,151NSETEST36DECFUT,0
NSE,61025,360ONE25OCT840PE,NSE-360ONE-28Oct25-840-PE,,PE,FNO,,,360ONE,13061,2025-10-28,840,500,0.05,20001,0,1,1,360ONE25OCT840PE,0
NSE,36718,121NSETEST36DECFUT,NSE-121NSETEST-27Nov36-FUT,,FUT,FNO,,,121NSETEST,14777,2036-11-27,0,50,0.05,100001,0,1,1,121NSETEST36DECFUT,0
NSE,60712,360ONE25SEP680CE,NSE-360ONE-30Sep25-680-CE,,CE,FNO,,,360ONE,13061,2025-09-30,680,500,0.05,20001,1,1,1,360ONE25SEP680CE,0
NSE,60716,360ONE25SEP740CE,NSE-360ONE-30Sep25-740-CE,,CE,FNO,,,360ONE,13061,2025-09-30,740,500,0.05,20001,1,1,1,360ONE25SEP740CE,0
NSE,38313,360ONE25NOVFUT,NSE-360ONE-25Nov25-FUT,,FUT,FNO,,,360ONE,13061,2025-11-25,0,500,0.1,20001,0,1,1,360ONE25NOVFUT,0
NSE,61036,360ONE25OCT1000CE,NSE-360ONE-28Oct25-1000-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1000,500,0.05,20001,0,1,1,360ONE25OCT1000CE,0
NSE,54335,360ONE25NOV1120CE,NSE-360ONE-25Nov25-1120-CE,,CE,FNO,,,360ONE,13061,2025-11-25,1120,500,0.05,20001,0,1,1,360ONE25NOV1120CE,0
NSE,60777,360ONE25SEP1100PE,NSE-360ONE-30Sep25-1100-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1100,500,0.05,20001,0,1,1,360ONE25SEP1100PE,0
NSE,60770,360ONE25SEP980PE,NSE-360ONE-30Sep25-980-PE,,PE,FNO,,,360ONE,13061,2025-09-30,980,500,0.05,20001,0,1,1,360ONE25SEP980PE,0
NSE,60798,360ONE25SEP1260CE,NSE-360ONE-30Sep25-1260-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1260,500,0.05,20001,1,1,1,360ONE25SEP1260CE,0
NSE,54279,360ONE25OCT900PE,NSE-360ONE-28Oct25-900-PE,,PE,FNO,,,360ONE,13061,2025-10-28,900,500,0.05,20001,0,1,1,360ONE25OCT900PE,0
NSE,60778,360ONE25SEP1140CE,NSE-360ONE-30Sep25-1140-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1140,500,0.05,20001,0,1,1,360ONE25SEP1140CE,0
NSE,62718,360ONE25SEP1040PE,NSE-360ONE-30Sep25-1040-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1040,500,0.05,20001,0,1,1,360ONE25SEP1040PE,0
NSE,54266,360ONE25OCT600CE,NSE-360ONE-28Oct25-600-CE,,CE,FNO,,,360ONE,13061,2025-10-28,600,500,0.05,20001,1,1,1,360ONE25OCT600CE,0
NSE,60980,360ONE25OCT560PE,NSE-360ONE-28Oct25-560-PE,,PE,FNO,,,360ONE,13061,2025-10-28,560,500,0.05,20001,1,1,1,360ONE25OCT560PE,0
NSE,54347,360ONE25NOV1320PE,NSE-360ONE-25Nov25-1320-PE,,PE,FNO,,,360ONE,13061,2025-11-25,1320,500,0.05,20001,1,1,1,360ONE25NOV1320PE,0
NSE,54313,360ONE25NOV760PE,NSE-360ONE-25Nov25-760-PE,,PE,FNO,,,360ONE,13061,2025-11-25,760,500,0.05,20001,1,1,1,360ONE25NOV760PE,0
NSE,54299,360ONE25OCT1300PE,NSE-360ONE-28Oct25-1300-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1300,500,0.05,20001,1,1,1,360ONE25OCT1300PE,0
NSE,62728,360ONE25SEP1200CE,NSE-360ONE-30Sep25-1200-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1200,500,0.05,20001,0,1,1,360ONE25SEP1200CE,0
NSE,54306,360ONE25NOV640CE,NSE-360ONE-25Nov25-640-CE,,CE,FNO,,,360ONE,13061,2025-11-25,640,500,0.05,20001,1,1,1,360ONE25NOV640CE,0
NSE,54280,360ONE25OCT940CE,NSE-360ONE-28Oct25-940-CE,,CE,FNO,,,360ONE,13061,2025-10-28,940,500,0.05,20001,0,1,1,360ONE25OCT940CE,0
NSE,61026,360ONE25OCT880CE,NSE-360ONE-28Oct25-880-CE,,CE,FNO,,,360ONE,13061,2025-10-28,880,500,0.05,20001,0,1,1,360ONE25OCT880CE,0
NSE,60806,360ONE25SEP1380PE,NSE-360ONE-30Sep25-1380-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1380,500,0.05,20001,1,1,1,360ONE25SEP1380PE,0
NSE,43090,360ONE25SEP520CE,NSE-360ONE-30Sep25-520-CE,,CE,FNO,,,360ONE,13061,2025-09-30,520,500,0.05,20001,1,1,1,360ONE25SEP520CE,0
NSE,48061,360ONE25SEP640PE,NSE-360ONE-30Sep25-640-PE,,PE,FNO,,,360ONE,13061,2025-09-30,640,500,0.05,20001,1,1,1,360ONE25SEP640PE,0
NSE,54286,360ONE25OCT1060CE,NSE-360ONE-28Oct25-1060-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1060,500,0.05,20001,0,1,1,360ONE25OCT1060CE,0
NSE,54293,360ONE25OCT1180PE,NSE-360ONE-28Oct25-1180-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1180,500,0.05,20001,1,1,1,360ONE25OCT1180PE,0
NSE,62742,360ONE25SEP1480CE,NSE-360ONE-30Sep25-1480-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1480,500,0.05,20001,1,1,1,360ONE25SEP1480CE,0
NSE,54273,360ONE25OCT780PE,NSE-360ONE-28Oct25-780-PE,,PE,FNO,,,360ONE,13061,2025-10-28,780,500,0.05,20001,1,1,1,360ONE25OCT780PE,0
NSE,61053,360ONE25OCT1240PE,NSE-360ONE-28Oct25-1240-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1240,500,0.05,20001,1,1,1,360ONE25OCT1240PE,0
NSE,62699,360ONE25SEP800CE,NSE-360ONE-30Sep25-800-CE,,CE,FNO,,,360ONE,13061,2025-09-30,800,500,0.05,20001,1,1,1,360ONE25SEP800CE,0
NSE,54339,360ONE25NOV1200CE,NSE-360ONE-25Nov25-1200-CE,,CE,FNO,,,360ONE,13061,2025-11-25,1200,500,0.05,20001,0,1,1,360ONE25NOV1200CE,0
NSE,60715,360ONE25SEP700PE,NSE-360ONE-30Sep25-700-PE,,PE,FNO,,,360ONE,13061,2025-09-30,700,500,0.05,20001,1,1,1,360ONE25SEP700PE,0
NSE,54300,360ONE25OCT1340CE,NSE-360ONE-28Oct25-1340-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1340,500,0.05,20001,1,1,1,360ONE25OCT1340CE,0
NSE,54287,360ONE25OCT1060PE,NSE-360ONE-28Oct25-1060-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1060,500,0.05,20001,0,1,1,360ONE25OCT1060PE,0
NSE,48445,360ONE25SEP760CE,NSE-360ONE-30Sep25-760-CE,,CE,FNO,,,360ONE,13061,2025-09-30,760,500,0.05,20001,1,1,1,360ONE25SEP760CE,0
NSE,62740,360ONE25SEP1440CE,NSE-360ONE-30Sep25-1440-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1440,500,0.05,20001,1,1,1,360ONE25SEP1440CE,0
NSE,60804,360ONE25SEP1380CE,NSE-360ONE-30Sep25-1380-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1380,500,0.05,20001,1,1,1,360ONE25SEP1380CE,0
NSE,61047,360ONE25OCT1120PE,NSE-360ONE-28Oct25-1120-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1120,500,0.05,20001,0,1,1,360ONE25OCT1120PE,0
NSE,46526,360ONE25OCT1480CE,NSE-360ONE-28Oct25-1480-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1480,500,0.05,20001,1,1,1,360ONE25OCT1480CE,0
NSE,62727,360ONE25SEP1160PE,NSE-360ONE-30Sep25-1160-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1160,500,0.05,20001,0,1,1,360ONE25SEP1160PE,0
NSE,61054,360ONE25OCT1280CE,NSE-360ONE-28Oct25-1280-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1280,500,0.05,20001,1,1,1,360ONE25OCT1280CE,0
NSE,61080,360ONE25OCT1440PE,NSE-360ONE-28Oct25-1440-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1440,500,0.05,20001,1,1,1,360ONE25OCT1440PE,0
NSE,54355,360ONE25NOV1440PE,NSE-360ONE-25Nov25-1440-PE,,PE,FNO,,,360ONE,13061,2025-11-25,1440,500,0.05,20001,1,1,1,360ONE25NOV1440PE,0
NSE,61016,360ONE25OCT760CE,NSE-360ONE-28Oct25-760-CE,,CE,FNO,,,360ONE,13061,2025-10-28,760,500,0.05,20001,1,1,1,360ONE25OCT760CE,0
NSE,54312,360ONE25NOV760CE,NSE-360ONE-25Nov25-760-CE,,CE,FNO,,,360ONE,13061,2025-11-25,760,500,0.05,20001,1,1,1,360ONE25NOV760CE,0
NSE,62739,360ONE25SEP1400PE,NSE-360ONE-30Sep25-1400-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1400,500,0.05,20001,1,1,1,360ONE25SEP1400PE,0
NSE,48576,171NSETEST36NOVFUT,NSE-171NSETEST-27Nov36-FUT,,FUT,FNO,,,171NSETEST,23446,2036-11-27,0,50,0.05,100001,0,1,1,171NSETEST36NOVFUT,0
NSE,54325,360ONE25NOV1000CE,NSE-360ONE-25Nov25-1000-CE,,CE,FNO,,,360ONE,13061,2025-11-25,1000,500,0.05,20001,0,1,1,360ONE25NOV1000CE,0
NSE,61048,360ONE25OCT1160CE,NSE-360ONE-28Oct25-1160-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1160,500,0.05,20001,0,1,1,360ONE25OCT1160CE,0
NSE,53011,360ONE25SEPFUT,NSE-360ONE-30Sep25-FUT,,FUT,FNO,,,360ONE,13061,2025-09-30,0,500,0.1,20001,0,1,1,360ONE25SEPFUT,0
NSE,54294,360ONE25OCT1220CE,NSE-360ONE-28Oct25-1220-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1220,500,0.05,20001,1,1,1,360ONE25OCT1220CE,0
NSE,35103,360ONE25OCT660PE,NSE-360ONE-28Oct25-660-PE,,PE,FNO,,,360ONE,13061,2025-10-28,660,500,0.05,20001,1,1,1,360ONE25OCT660PE,0
NSE,43094,360ONE25SEP660PE,NSE-360ONE-30Sep25-660-PE,,PE,FNO,,,360ONE,13061,2025-09-30,660,500,0.05,20001,1,1,1,360ONE25SEP660PE,0
NSE,54346,360ONE25NOV1320CE,NSE-360ONE-25Nov25-1320-CE,,CE,FNO,,,360ONE,13061,2025-11-25,1320,500,0.05,20001,1,1,1,360ONE25NOV1320CE,0
NSE,54319,360ONE25NOV880PE,NSE-360ONE-25Nov25-880-PE,,PE,FNO,,,360ONE,13061,2025-11-25,880,500,0.05,20001,0,1,1,360ONE25NOV880PE,0
NSE,60797,360ONE25SEP1220PE,NSE-360ONE-30Sep25-1220-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1220,500,0.05,20001,1,1,1,360ONE25SEP1220PE,0
NSE,62734,360ONE25SEP1320CE,NSE-360ONE-30Sep25-1320-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1320,500,0.05,20001,1,1,1,360ONE25SEP1320CE,0
NSE,54274,360ONE25OCT820CE,NSE-360ONE-28Oct25-820-CE,,CE,FNO,,,360ONE,13061,2025-10-28,820,500,0.05,20001,1,1,1,360ONE25OCT820CE,0
NSE,62717,360ONE25SEP1040CE,NSE-360ONE-30Sep25-1040-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1040,500,0.05,20001,0,1,1,360ONE25SEP1040CE,0
NSE,60720,360ONE25SEP820CE,NSE-360ONE-30Sep25-820-CE,,CE,FNO,,,360ONE,13061,2025-09-30,820,500,0.05,20001,1,1,1,360ONE25SEP820CE,0
NSE,54336,360ONE25NOV1120PE,NSE-360ONE-25Nov25-1120-PE,,PE,FNO,,,360ONE,13061,2025-11-25,1120,500,0.05,20001,0,1,1,360ONE25NOV1120PE,0
NSE,62698,360ONE25SEP720PE,NSE-360ONE-30Sep25-720-PE,,PE,FNO,,,360ONE,13061,2025-09-30,720,500,0.05,20001,1,1,1,360ONE25SEP720PE,0
NSE,61015,360ONE25OCT720PE,NSE-360ONE-28Oct25-720-PE,,PE,FNO,,,360ONE,13061,2025-10-28,720,500,0.05,20001,1,1,1,360ONE25OCT720PE,0
NSE,54337,360ONE25NOV1160CE,NSE-360ONE-25Nov25-1160-CE,,CE,FNO,,,360ONE,13061,2025-11-25,1160,500,0.05,20001,0,1,1,360ONE25NOV1160CE,0
NSE,54268,360ONE25OCT700CE,NSE-360ONE-28Oct25-700-CE,,CE,FNO,,,360ONE,13061,2025-10-28,700,500,0.05,20001,1,1,1,360ONE25OCT700CE,0
NSE,60714,360ONE25SEP700CE,NSE-360ONE-30Sep25-700-CE,,CE,FNO,,,360ONE,13061,2025-09-30,700,500,0.05,20001,1,1,1,360ONE25SEP700CE,0
NSE,54318,360ONE25NOV880CE,NSE-360ONE-25Nov25-880-CE,,CE,FNO,,,360ONE,13061,2025-11-25,880,500,0.05,20001,0,1,1,360ONE25NOV880CE,0
NSE,62705,360ONE25SEP880PE,NSE-360ONE-30Sep25-880-PE,,PE,FNO,,,360ONE,13061,2025-09-30,880,500,0.05,20001,0,1,1,360ONE25SEP880PE,0
NSE,61027,360ONE25OCT880PE,NSE-360ONE-28Oct25-880-PE,,PE,FNO,,,360ONE,13061,2025-10-28,880,500,0.05,20001,0,1,1,360ONE25OCT880PE,0
NSE,61038,360ONE25OCT1040CE,NSE-360ONE-28Oct25-1040-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1040,500,0.05,20001,0,1,1,360ONE25OCT1040CE,0
NSE,36690,021NSETEST36DECFUT,NSE-021NSETEST-27Nov36-FUT,,FUT,FNO,,,021NSETEST,14751,2036-11-27,0,50,0.05,100001,0,1,1,021NSETEST36DECFUT,0
NSE,54281,360ONE25OCT940PE,NSE-360ONE-28Oct25-940-PE,,PE,FNO,,,360ONE,13061,2025-10-28,940,500,0.05,20001,0,1,1,360ONE25OCT940PE,0
NSE,36697,051NSETEST36DECFUT,NSE-051NSETEST-27Nov36-FUT,,FUT,FNO,,,051NSETEST,14758,2036-11-27,0,50,0.05,100001,0,1,1,051NSETEST36DECFUT,0
NSE,61037,360ONE25OCT1000PE,NSE-360ONE-28Oct25-1000-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1000,500,0.05,20001,0,1,1,360ONE25OCT1000PE,0
NSE,36709,081NSETEST36DECFUT,NSE-081NSETEST-27Nov36-FUT,,FUT,FNO,,,081NSETEST,14767,2036-11-27,0,50,0.05,100001,0,1,1,081NSETEST36DECFUT,0
NSE,48060,360ONE25SEP640CE,NSE-360ONE-30Sep25-640-CE,,CE,FNO,,,360ONE,13061,2025-09-30,640,500,0.05,20001,1,1,1,360ONE25SEP640CE,0
NSE,60727,360ONE25SEP940PE,NSE-360ONE-30Sep25-940-PE,,PE,FNO,,,360ONE,13061,2025-09-30,940,500,0.05,20001,0,1,1,360ONE25SEP940PE,0
NSE,60984,360ONE25OCT640CE,NSE-360ONE-28Oct25-640-CE,,CE,FNO,,,360ONE,13061,2025-10-28,640,500,0.05,20001,1,1,1,360ONE25OCT640CE,0
NSE,54288,360ONE25OCT1100CE,NSE-360ONE-28Oct25-1100-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1100,500,0.05,20001,0,1,1,360ONE25OCT1100CE,0
NSE,60775,360ONE25SEP1100CE,NSE-360ONE-30Sep25-1100-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1100,500,0.05,20001,0,1,1,360ONE25SEP1100CE,0
NSE,62716,360ONE25SEP1000PE,NSE-360ONE-30Sep25-1000-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1000,500,0.05,20001,0,1,1,360ONE25SEP1000PE,0
NSE,60803,360ONE25SEP1340PE,NSE-360ONE-30Sep25-1340-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1340,500,0.05,20001,1,1,1,360ONE25SEP1340PE,0
NSE,36716,111NSETEST36DECFUT,NSE-111NSETEST-27Nov36-FUT,,FUT,FNO,,,111NSETEST,14774,2036-11-27,0,50,0.05,100001,0,1,1,111NSETEST36DECFUT,0
NSE,62724,360ONE25SEP1160CE,NSE-360ONE-30Sep25-1160-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1160,500,0.05,20001,0,1,1,360ONE25SEP1160CE,0
NSE,54354,360ONE25NOV1440CE,NSE-360ONE-25Nov25-1440-CE,,CE,FNO,,,360ONE,13061,2025-11-25,1440,500,0.05,20001,1,1,1,360ONE25NOV1440CE,0
NSE,60750,360ONE25SEP980CE,NSE-360ONE-30Sep25-980-CE,,CE,FNO,,,360ONE,13061,2025-09-30,980,500,0.05,20001,0,1,1,360ONE25SEP980CE,0
NSE,54326,360ONE25NOV1000PE,NSE-360ONE-25Nov25-1000-PE,,PE,FNO,,,360ONE,13061,2025-11-25,1000,500,0.05,20001,0,1,1,360ONE25NOV1000PE,0
NSE,36721,141NSETEST36DECFUT,NSE-141NSETEST-27Nov36-FUT,,FUT,FNO,,,141NSETEST,14781,2036-11-27,0,50,0.05,100001,0,1,1,141NSETEST36DECFUT,0
NSE,54301,360ONE25OCT1340PE,NSE-360ONE-28Oct25-1340-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1340,500,0.05,20001,1,1,1,360ONE25OCT1340PE,0
NSE,54267,360ONE25OCT600PE,NSE-360ONE-28Oct25-600-PE,,PE,FNO,,,360ONE,13061,2025-10-28,600,500,0.05,20001,1,1,1,360ONE25OCT600PE,0
NSE,60711,360ONE25SEP600PE,NSE-360ONE-30Sep25-600-PE,,PE,FNO,,,360ONE,13061,2025-09-30,600,500,0.05,20001,1,1,1,360ONE25SEP600PE,0
NSE,54282,360ONE25OCT980CE,NSE-360ONE-28Oct25-980-CE,,CE,FNO,,,360ONE,13061,2025-10-28,980,500,0.05,20001,0,1,1,360ONE25OCT980CE,0
NSE,62733,360ONE25SEP1280PE,NSE-360ONE-30Sep25-1280-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1280,500,0.05,20001,0,1,1,360ONE25SEP1280PE,0
NSE,54311,360ONE25NOV720PE,NSE-360ONE-25Nov25-720-PE,,PE,FNO,,,360ONE,13061,2025-11-25,720,500,0.05,20001,1,1,1,360ONE25NOV720PE,0
NSE,54302,360ONE25OCT1380CE,NSE-360ONE-28Oct25-1380-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1380,500,0.05,20001,1,1,1,360ONE25OCT1380CE,0
NSE,61055,360ONE25OCT1280PE,NSE-360ONE-28Oct25-1280-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1280,500,0.05,20001,1,1,1,360ONE25OCT1280PE,0
NSE,62697,360ONE25SEP720CE,NSE-360ONE-30Sep25-720-CE,,CE,FNO,,,360ONE,13061,2025-09-30,720,500,0.05,20001,1,1,1,360ONE25SEP720CE,0
NSE,54275,360ONE25OCT820PE,NSE-360ONE-28Oct25-820-PE,,PE,FNO,,,360ONE,13061,2025-10-28,820,500,0.05,20001,1,1,1,360ONE25OCT820PE,0
NSE,54345,360ONE25NOV1280PE,NSE-360ONE-25Nov25-1280-PE,,PE,FNO,,,360ONE,13061,2025-11-25,1280,500,0.05,20001,1,1,1,360ONE25NOV1280PE,0
NSE,62738,360ONE25SEP1400CE,NSE-360ONE-30Sep25-1400-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1400,500,0.05,20001,1,1,1,360ONE25SEP1400CE,0
NSE,54323,360ONE25NOV960PE,NSE-360ONE-25Nov25-960-PE,,PE,FNO,,,360ONE,13061,2025-11-25,960,500,0.05,20001,0,1,1,360ONE25NOV960PE,0
NSE,35577,360ONE25NOV1400PE,NSE-360ONE-25Nov25-1400-PE,,PE,FNO,,,360ONE,13061,2025-11-25,1400,500,0.05,20001,1,1,1,360ONE25NOV1400PE,0
NSE,61049,360ONE25OCT1160PE,NSE-360ONE-28Oct25-1160-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1160,500,0.05,20001,0,1,1,360ONE25OCT1160PE,0
NSE,61079,360ONE25OCT1440CE,NSE-360ONE-28Oct25-1440-CE,,CE,FNO,,,360ONE,13061,2025-10-28,1440,500,0.05,20001,1,1,1,360ONE25OCT1440CE,0
NSE,62723,360ONE25SEP1120PE,NSE-360ONE-30Sep25-1120-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1120,500,0.05,20001,0,1,1,360ONE25SEP1120PE,0
NSE,54328,360ONE25NOV1040CE,NSE-360ONE-25Nov25-1040-CE,,CE,FNO,,,360ONE,13061,2025-11-25,1040,500,0.05,20001,0,1,1,360ONE25NOV1040CE,0
NSE,62732,360ONE25SEP1280CE,NSE-360ONE-30Sep25-1280-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1280,500,0.05,20001,0,1,1,360ONE25SEP1280CE,0
NSE,54310,360ONE25NOV720CE,NSE-360ONE-25Nov25-720-CE,,CE,FNO,,,360ONE,13061,2025-11-25,720,500,0.05,20001,1,1,1,360ONE25NOV720CE,0
NSE,62714,360ONE25SEP960PE,NSE-360ONE-30Sep25-960-PE,,PE,FNO,,,360ONE,13061,2025-09-30,960,500,0.05,20001,0,1,1,360ONE25SEP960PE,0
NSE,43093,360ONE25SEP660CE,NSE-360ONE-30Sep25-660-CE,,CE,FNO,,,360ONE,13061,2025-09-30,660,500,0.05,20001,1,1,1,360ONE25SEP660CE,0
NSE,61077,360ONE25OCT1400PE,NSE-360ONE-28Oct25-1400-PE,,PE,FNO,,,360ONE,13061,2025-10-28,1400,500,0.05,20001,1,1,1,360ONE25OCT1400PE,0
NSE,60774,360ONE25SEP1060PE,NSE-360ONE-30Sep25-1060-PE,,PE,FNO,,,360ONE,13061,2025-09-30,1060,500,0.05,20001,0,1,1,360ONE25SEP1060PE,0
NSE,61028,360ONE25OCT920CE,NSE-360ONE-28Oct25-920-CE,,CE,FNO,,,360ONE,13061,2025-10-28,920,500,0.05,20001,0,1,1,360ONE25OCT920CE,0
NSE,60788,360ONE25SEP1220CE,NSE-360ONE-30Sep25-1220-CE,,CE,FNO,,,360ONE,13061,2025-09-30,1220,500,0.05,20001,0,1,1,360ONE25SEP1220CE,0
